"確定病名","縣市","鄉鎮","性別","是否為境外移入","年齡層","個案研判日","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","10-14","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","30-34","2022/05/21",1,2
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","30-34","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","55-59","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","70+","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","25-29","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","40-44","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","55-59","2022/08/06",NA,1
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","70+","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","15-19","2022/05/22",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","15-19","2022/05/25",5,4
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","2","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","20-24","2022/05/25",2,3
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","20-24","2022/08/07",2,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","4","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","65-69","2022/08/06",NA,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","10-14","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","2","2022/05/22",1,2
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","20-24","2022/05/23",2,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","4","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","5-9","2022/08/06",2,3
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","60-64","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","70+","2022/08/07",2,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","15-19","2022/08/06",NA,1
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","20-24","2022/05/21",3,4
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","25-29","2022/08/06",NA,3
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","30-34","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","40-44","2022/08/06",NA,1
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","5-9","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","60-64","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","20-24","2022/05/21",2,1
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","25-29","2022/05/25",3,2
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","30-34","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","10-14","2022/08/07",3,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","15-19","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","20-24","2022/05/24",13,12
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","20-24","2022/08/07",2,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","25-29","2022/05/23",6,7
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","25-29","2022/05/24",23,22
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","25-29","2022/08/07",2,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","3","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","30-34","2022/05/21",12,11
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","30-34","2022/05/25",10,9
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","30-34","2022/08/06",5,6
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","30-34","2022/08/07",3,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","35-39","2022/05/23",12,13
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","35-39","2022/05/24",22,23
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","35-39","2022/08/07",5,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","4","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","40-44","2022/05/25",18,17
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","40-44","2022/08/06",6,5
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","40-44","2022/08/07",7,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","45-49","2022/08/06",4,5
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","45-49","2022/08/07",2,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","5-9","2022/05/21",5,4
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","5-9","2022/08/06",4,3
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","5-9","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","50-54","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","55-59","2022/05/23",11,12
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","55-59","2022/08/06",3,2
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","55-59","2022/08/07",3,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","60-64","2022/08/07",8,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","65-69","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","70+","2022/08/07",2,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","1","2022/08/07",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","10-14","2022/05/23",13,12
