"確定病名","縣市","鄉鎮","性別","是否為境外移入","年齡層","發病日","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","南投縣","南投市","F","否","55-59","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","F","否","55-59","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","M","否","50-54","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","南投縣","埔里鎮","M","否","30-34","2022/04/08",1,NA
"嚴重特殊傳染性肺炎","南投縣","草屯鎮","M","否","55-59","2022/04/08",1,NA
"嚴重特殊傳染性肺炎","台中市","中區","F","否","20-24","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台中市","中區","M","否","25-29","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","北區","F","否","25-29","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","北區","F","否","25-29","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","北區","M","否","25-29","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台中市","北屯區","F","否","25-29","2022/04/07",1,NA
"嚴重特殊傳染性肺炎","台中市","北屯區","F","否","35-39","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台中市","北屯區","F","否","35-39","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","北屯區","F","否","40-44","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","北屯區","M","否","2","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","北屯區","M","否","20-24","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","南區","F","否","20-24","2022/04/09",1,NA
"嚴重特殊傳染性肺炎","台中市","南區","F","否","20-24","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台中市","南區","F","否","20-24","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","南區","F","否","35-39","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台中市","南區","F","否","40-44","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台中市","南區","F","否","60-64","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台中市","南區","M","否","35-39","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台中市","南區","M","否","50-54","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","南區","M","否","55-59","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","南屯區","F","否","55-59","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","南屯區","M","否","25-29","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","后里區","M","否","1","2022/04/06",1,NA
"嚴重特殊傳染性肺炎","台中市","后里區","M","否","1","2022/04/08",NA,1
"嚴重特殊傳染性肺炎","台中市","大甲區","F","否","25-29","2022/04/07",1,NA
"嚴重特殊傳染性肺炎","台中市","大里區","F","否","35-39","2022/04/07",1,NA
"嚴重特殊傳染性肺炎","台中市","大里區","F","否","50-54","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台中市","大里區","F","否","55-59","2022/04/09",1,NA
"嚴重特殊傳染性肺炎","台中市","大里區","F","否","60-64","2022/04/14",1,NA
"嚴重特殊傳染性肺炎","台中市","大里區","M","否","60-64","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","大里區","M","否","65-69","2022/04/14",1,NA
"嚴重特殊傳染性肺炎","台中市","大雅區","M","否","25-29","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","大雅區","M","否","25-29","2022/04/12",2,NA
"嚴重特殊傳染性肺炎","台中市","大雅區","M","否","25-29","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","太平區","F","否","35-39","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台中市","太平區","F","否","5-9","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","太平區","F","否","60-64","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","太平區","M","否","10-14","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","太平區","M","否","40-44","2022/04/06",1,NA
"嚴重特殊傳染性肺炎","台中市","太平區","M","否","60-64","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","太平區","M","否","70+","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","東勢區","F","否","10-14","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台中市","東勢區","F","否","10-14","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","東勢區","F","否","15-19","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台中市","東勢區","F","否","4","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","東勢區","F","否","5-9","2022/04/08",2,1
"嚴重特殊傳染性肺炎","台中市","東勢區","F","否","5-9","2022/04/10",2,1
"嚴重特殊傳染性肺炎","台中市","東勢區","F","否","5-9","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","東勢區","M","否","10-14","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","東勢區","M","否","35-39","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","東勢區","M","否","40-44","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","東勢區","M","否","5-9","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","東勢區","M","否","70+","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","東勢區","M","否","70+","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","東區","F","否","25-29","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","東區","M","否","60-64","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","清水區","M","否","45-49","2022/04/14",1,NA
"嚴重特殊傳染性肺炎","台中市","潭子區","F","否","25-29","2022/04/09",1,NA
"嚴重特殊傳染性肺炎","台中市","烏日區","M","否","30-34","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台中市","石岡區","F","否","5-9","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","西區","F","否","25-29","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台中市","西區","F","否","45-49","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台中市","西區","M","否","35-39","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","西屯區","F","否","15-19","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","西屯區","F","否","20-24","2022/04/10",2,1
"嚴重特殊傳染性肺炎","台中市","西屯區","F","否","35-39","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台中市","西屯區","F","否","45-49","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","西屯區","M","否","20-24","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台中市","西屯區","M","否","25-29","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","西屯區","M","否","45-49","2022/04/08",1,NA
"嚴重特殊傳染性肺炎","台中市","西屯區","M","否","60-64","2022/04/06",1,NA
"嚴重特殊傳染性肺炎","台中市","西屯區","M","否","60-64","2022/04/10",NA,1
"嚴重特殊傳染性肺炎","台中市","豐原區","F","否","40-44","2022/04/06",1,NA
"嚴重特殊傳染性肺炎","台中市","豐原區","F","否","40-44","2022/04/08",1,NA
"嚴重特殊傳染性肺炎","台中市","豐原區","M","否","45-49","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台中市","霧峰區","F","否","25-29","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台中市","霧峰區","F","否","5-9","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","霧峰區","M","否","35-39","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","霧峰區","M","否","5-9","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台中市","霧峰區","X","否","20-24","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","15-19","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","20-24","2022/04/06",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","20-24","2022/04/08",3,2
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","20-24","2022/04/09",2,1
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","20-24","2022/04/11",3,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","20-24","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","20-24","2022/04/13",3,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","25-29","2022/04/07",2,1
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","25-29","2022/04/09",2,1
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","25-29","2022/04/10",2,1
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","25-29","2022/04/11",3,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","25-29","2022/04/12",2,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","25-29","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","3","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","30-34","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","35-39","2022/04/09",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","35-39","2022/04/12",6,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","4","2022/04/09",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","4","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","40-44","2022/04/07",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","40-44","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","40-44","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","45-49","2022/04/07",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","5-9","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","50-54","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","55-59","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","60-64","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","F","否","60-64","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","15-19","2022/04/08",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","15-19","2022/04/10",2,1
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","2","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","20-24","2022/04/07",2,1
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","20-24","2022/04/09",2,1
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","20-24","2022/04/10",3,2
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","20-24","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","20-24","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","20-24","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","25-29","2022/04/11",4,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","25-29","2022/04/12",3,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","3","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","30-34","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","30-34","2022/04/11",5,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","35-39","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","35-39","2022/04/11",3,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","35-39","2022/04/12",2,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","35-39","2022/04/13",2,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","40-44","2022/04/10",3,1
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","40-44","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","45-49","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","5-9","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","5-9","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","5-9","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","50-54","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","55-59","2022/04/11",2,NA
"嚴重特殊傳染性肺炎","台北市","中山區","M","否","65-69","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","F","否","20-24","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","F","否","25-29","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","F","否","35-39","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","F","否","40-44","2022/04/07",1,2
"嚴重特殊傳染性肺炎","台北市","中正區","F","否","5-9","2022/04/05",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","F","否","50-54","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","F","否","65-69","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","M","否","15-19","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","M","否","25-29","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","M","否","25-29","2022/04/11",2,NA
"嚴重特殊傳染性肺炎","台北市","中正區","M","否","30-34","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","M","否","35-39","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","M","否","40-44","2022/04/06",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","M","否","40-44","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","M","否","5-9","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","M","否","65-69","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","M","否","70+","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","15-19","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","20-24","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","20-24","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","25-29","2022/04/07",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","25-29","2022/04/09",3,2
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","25-29","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","25-29","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","35-39","2022/04/12",2,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","40-44","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","45-49","2022/04/09",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","5-9","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","5-9","2022/04/11",2,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","5-9","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","50-54","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","55-59","2022/04/09",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","F","否","60-64","2022/04/10",2,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","10-14","2022/04/09",2,1
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","15-19","2022/04/05",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","20-24","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","25-29","2022/04/08",2,1
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","25-29","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","25-29","2022/04/11",2,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","25-29","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","3","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","35-39","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","35-39","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","35-39","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","40-44","2022/04/09",2,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","40-44","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","40-44","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","45-49","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","45-49","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","M","否","5-9","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","15-19","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","20-24","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","20-24","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","25-29","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","30-34","2022/04/09",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","30-34","2022/04/11",2,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","35-39","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","45-49","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","45-49","2022/04/13",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","5-9","2022/04/07",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","5-9","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","50-54","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","F","否","55-59","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","M","否","10-14","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","M","否","15-19","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","M","否","25-29","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","M","否","25-29","2022/04/13",2,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","M","否","30-34","2022/04/11",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","M","否","30-34","2022/04/12",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","M","否","35-39","2022/04/10",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","M","否","35-39","2022/04/11",1,NA
