"確定病名","縣市","鄉鎮","性別","是否為境外移入","年齡層","個案研判日","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","25-29","2022/07/14",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","3","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","30-34","2022/05/21",2,1
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","30-34","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","40-44","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","50-54","2022/05/21",NA,2
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","50-54","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","60-64","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","65-69","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","70+","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","25-29","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","30-34","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","40-44","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","60-64","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","70+","2022/07/14",NA,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","20-24","2022/05/20",7,6
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","25-29","2022/07/09",4,3
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","30-34","2022/05/21",NA,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","40-44","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","45-49","2022/05/20",3,4
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","5-9","2022/07/13",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","60-64","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","65-69","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","70+","2022/05/20",4,3
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","70+","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","10-14","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","20-24","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","35-39","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","4","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","40-44","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","50-54","2022/07/12",1,2
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","60-64","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","70+","2022/07/14",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","15-19","2022/05/20",5,6
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","20-24","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","30-34","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","35-39","2022/07/14",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","35-39","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","4","2022/07/14",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","45-49","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","5-9","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","55-59","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","60-64","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","女","否","70+","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","0","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","10-14","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","2","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","30-34","2022/05/20",2,1
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","35-39","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","40-44","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","45-49","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","5-9","2022/07/14",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","5-9","2022/07/15",3,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","50-54","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","60-64","2022/07/14",NA,1
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","60-64","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","男","否","70+","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","10-14","2022/07/15",3,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","15-19","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","2","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","20-24","2022/07/14",2,1
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","20-24","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","25-29","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","3","2022/07/15",3,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","30-34","2022/07/14",3,2
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","30-34","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","35-39","2022/07/14",4,2
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","35-39","2022/07/15",3,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","4","2022/05/21",1,2
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","40-44","2022/07/15",3,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","45-49","2022/07/14",6,5
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","45-49","2022/07/15",8,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","5-9","2022/05/21",4,5
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","5-9","2022/07/15",4,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","50-54","2022/05/21",8,7
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","50-54","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","55-59","2022/07/14",6,8
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","55-59","2022/07/15",5,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","60-64","2022/07/14",5,4
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","60-64","2022/07/15",6,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","65-69","2022/05/20",7,8
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","65-69","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","70+","2022/05/19",3,4
"嚴重特殊傳染性肺炎","南投縣","南投市","女","否","70+","2022/07/15",9,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","1","2022/07/15",3,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","10-14","2022/07/15",4,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","15-19","2022/07/15",3,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","2","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","20-24","2022/05/20",11,10
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","20-24","2022/07/14",3,2
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","20-24","2022/07/15",4,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","25-29","2022/05/20",15,14
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","25-29","2022/07/15",4,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","30-34","2022/05/21",10,12
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","30-34","2022/07/14",3,1
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","30-34","2022/07/15",2,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","35-39","2022/05/21",11,10
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","35-39","2022/07/14",6,4
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","35-39","2022/07/15",6,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","40-44","2022/05/21",7,8
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","40-44","2022/07/14",4,2
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","40-44","2022/07/15",6,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","45-49","2022/05/20",7,6
"嚴重特殊傳染性肺炎","南投縣","南投市","男","否","45-49","2022/07/14",2,3
