"確定病名","縣市","鄉鎮","性別","是否為境外移入","年齡層","發病日","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","15-19","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","20-24","2022/04/20",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","20-24","2022/04/22",NA,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","M","否","20-24","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","F","否","60-64","2022/04/25",1,NA
"嚴重特殊傳染性肺炎","南投縣","信義鄉","M","否","15-19","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","F","否","20-24","2022/04/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","F","否","35-39","2022/04/25",2,1
"嚴重特殊傳染性肺炎","南投縣","南投市","F","否","45-49","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","M","否","0","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","M","否","10-14","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","南投市","M","否","15-19","2022/04/24",NA,1
"嚴重特殊傳染性肺炎","南投縣","名間鄉","M","否","20-24","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","埔里鎮","F","否","20-24","2022/04/23",1,NA
"嚴重特殊傳染性肺炎","南投縣","埔里鎮","F","否","35-39","2022/04/24",1,NA
"嚴重特殊傳染性肺炎","南投縣","埔里鎮","F","否","5-9","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","埔里鎮","F","否","70+","2022/04/25",1,NA
"嚴重特殊傳染性肺炎","南投縣","埔里鎮","M","否","20-24","2022/04/26",2,NA
"嚴重特殊傳染性肺炎","南投縣","埔里鎮","M","否","25-29","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","埔里鎮","M","否","40-44","2022/04/23",1,NA
"嚴重特殊傳染性肺炎","南投縣","埔里鎮","M","否","40-44","2022/04/24",NA,1
"嚴重特殊傳染性肺炎","南投縣","埔里鎮","M","否","5-9","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","竹山鎮","F","否","20-24","2022/04/25",NA,1
"嚴重特殊傳染性肺炎","南投縣","竹山鎮","F","否","25-29","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","竹山鎮","F","否","30-34","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","竹山鎮","M","否","20-24","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","草屯鎮","F","否","10-14","2022/04/20",1,NA
"嚴重特殊傳染性肺炎","南投縣","草屯鎮","F","否","30-34","2022/04/25",1,NA
"嚴重特殊傳染性肺炎","南投縣","草屯鎮","F","否","30-34","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","草屯鎮","F","否","50-54","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","草屯鎮","M","否","0","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","草屯鎮","M","否","10-14","2022/04/25",2,NA
"嚴重特殊傳染性肺炎","南投縣","草屯鎮","M","否","25-29","2022/04/26",3,NA
"嚴重特殊傳染性肺炎","南投縣","集集鎮","F","否","25-29","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","南投縣","魚池鄉","M","否","15-19","2022/04/24",1,NA
"嚴重特殊傳染性肺炎","南投縣","魚池鄉","M","否","20-24","2022/04/24",NA,1
"嚴重特殊傳染性肺炎","南投縣","魚池鄉","M","否","45-49","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","台中市","中區","F","否","20-24","2022/04/25",1,NA
"嚴重特殊傳染性肺炎","台中市","中區","M","否","20-24","2022/04/25",1,NA
"嚴重特殊傳染性肺炎","台中市","中區","M","否","30-34","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","台中市","中區","M","否","35-39","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","台中市","北區","F","否","1","2022/04/26",1,NA
"嚴重特殊傳染性肺炎","台中市","北區","F","否","10-14","2022/04/23",1,NA
