"確定病名","縣市","鄉鎮","性別","是否為境外移入","年齡層","個案研判日","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","台中市","北屯區","女","否","30-34","20210531",1,NA
"嚴重特殊傳染性肺炎","台中市","北屯區","女","否","35-39","20210531",1,NA
"嚴重特殊傳染性肺炎","台中市","北屯區","女","否","70+","20210529",1,2
"嚴重特殊傳染性肺炎","台中市","北屯區","男","否","70+","20210531",1,NA
"嚴重特殊傳染性肺炎","台中市","南屯區","男","否","35-39","20210531",1,NA
"嚴重特殊傳染性肺炎","台中市","大雅區","女","否","65-69","20210531",1,NA
"嚴重特殊傳染性肺炎","台中市","大雅區","女","否","70+","20210529",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","女","否","30-34","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","女","否","35-39","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","女","否","60-64","20210531",3,NA
"嚴重特殊傳染性肺炎","台北市","中山區","男","否","50-54","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","中山區","男","否","60-64","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","女","否","30-34","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","女","否","35-39","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","女","否","45-49","20210531",2,NA
"嚴重特殊傳染性肺炎","台北市","中正區","男","否","25-29","20210531",2,NA
"嚴重特殊傳染性肺炎","台北市","中正區","男","否","40-44","20210522",NA,1
"嚴重特殊傳染性肺炎","台北市","中正區","男","否","5-9","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","男","否","50-54","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","中正區","男","否","65-69","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","女","否","20-24","20210531",2,NA
"嚴重特殊傳染性肺炎","台北市","信義區","女","否","30-34","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","女","否","35-39","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","女","否","40-44","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","女","否","65-69","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","男","否","35-39","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","信義區","男","否","55-59","20210531",2,NA
"嚴重特殊傳染性肺炎","台北市","信義區","男","否","60-64","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","女","否","25-29","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","女","否","30-34","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","女","否","50-54","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","女","否","55-59","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","女","否","65-69","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","女","否","70+","20210531",2,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","男","否","55-59","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","內湖區","男","否","65-69","20210531",2,NA
"嚴重特殊傳染性肺炎","台北市","北投區","女","否","40-44","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","北投區","女","否","65-69","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","北投區","女","否","70+","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","北投區","男","否","40-44","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","北投區","男","否","70+","20210531",2,NA
"嚴重特殊傳染性肺炎","台北市","南港區","女","否","55-59","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","南港區","女","否","60-64","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","南港區","女","否","70+","20210531",2,NA
"嚴重特殊傳染性肺炎","台北市","南港區","男","否","45-49","20210531",2,NA
"嚴重特殊傳染性肺炎","台北市","南港區","男","否","65-69","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","士林區","女","否","25-29","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","士林區","女","否","30-34","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","士林區","女","否","55-59","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","士林區","女","否","65-69","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","士林區","男","否","25-29","20210531",2,NA
"嚴重特殊傳染性肺炎","台北市","士林區","男","否","35-39","20210531",1,NA
"嚴重特殊傳染性肺炎","台北市","士林區","男","否","50-54","20210531",1,NA
