"確定病名","縣市","性別","是否為境外移入","年齡層","個案研判日.x","確定病例數.x","個案研判日.y","確定病例數.y"
"嚴重特殊傳染性肺炎","南投縣","男","否","25-29","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","台中市","女","否","15-19","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","台中市","女","否","25-29","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","台中市","女","否","30-34","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","台中市","女","否","35-39","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","台中市","男","否","15-19","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","台中市","男","否","20-24","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","台中市","男","否","35-39","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","台中市","男","否","70+","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","台北市","女","否","0","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","台北市","女","否","10-14","2021/05/22",3,NA,NA
"嚴重特殊傳染性肺炎","台北市","女","否","15-19","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","台北市","女","否","20-24","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","台北市","女","否","25-29","2021/05/22",5,NA,NA
"嚴重特殊傳染性肺炎","台北市","女","否","30-34","2021/05/19",5,"2021/05/19",4
"嚴重特殊傳染性肺炎","台北市","女","否","30-34","2021/05/22",6,"2021/05/19",4
"嚴重特殊傳染性肺炎","台北市","女","否","35-39","2021/05/22",7,NA,NA
"嚴重特殊傳染性肺炎","台北市","女","否","40-44","2021/05/22",8,NA,NA
"嚴重特殊傳染性肺炎","台北市","女","否","45-49","2021/05/17",17,"2021/05/17",16
"嚴重特殊傳染性肺炎","台北市","女","否","45-49","2021/05/22",24,"2021/05/17",16
"嚴重特殊傳染性肺炎","台北市","女","否","50-54","2021/05/22",27,NA,NA
"嚴重特殊傳染性肺炎","台北市","女","否","55-59","2021/05/21",12,"2021/05/21",13
"嚴重特殊傳染性肺炎","台北市","女","否","55-59","2021/05/22",25,"2021/05/21",13
"嚴重特殊傳染性肺炎","台北市","女","否","60-64","2021/05/22",19,NA,NA
"嚴重特殊傳染性肺炎","台北市","女","否","65-69","2021/05/22",13,NA,NA
"嚴重特殊傳染性肺炎","台北市","女","否","70+","2021/05/22",12,NA,NA
"嚴重特殊傳染性肺炎","台北市","男","否","20-24","2021/05/22",3,NA,NA
"嚴重特殊傳染性肺炎","台北市","男","否","25-29","2021/05/22",5,NA,NA
"嚴重特殊傳染性肺炎","台北市","男","否","30-34","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","台北市","男","否","35-39","2021/05/22",3,NA,NA
"嚴重特殊傳染性肺炎","台北市","男","否","40-44","2021/05/22",8,NA,NA
"嚴重特殊傳染性肺炎","台北市","男","否","45-49","2021/05/22",7,NA,NA
"嚴重特殊傳染性肺炎","台北市","男","否","5-9","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","台北市","男","否","50-54","2021/05/22",18,NA,NA
"嚴重特殊傳染性肺炎","台北市","男","否","55-59","2021/05/22",12,NA,NA
"嚴重特殊傳染性肺炎","台北市","男","否","60-64","2021/05/21",10,"2021/05/21",9
"嚴重特殊傳染性肺炎","台北市","男","否","60-64","2021/05/22",17,"2021/05/21",9
"嚴重特殊傳染性肺炎","台北市","男","否","65-69","2021/05/22",15,NA,NA
"嚴重特殊傳染性肺炎","台北市","男","否","70+","2021/05/22",20,NA,NA
"嚴重特殊傳染性肺炎","台南市","男","否","65-69","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","基隆市","女","否","40-44","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","基隆市","女","否","50-54","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","基隆市","女","否","55-59","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","基隆市","男","否","15-19","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","基隆市","男","否","25-29","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","基隆市","男","否","35-39",NA,NA,"2021/05/21",1
"嚴重特殊傳染性肺炎","基隆市","男","否","55-59","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","基隆市","男","否","60-64","2021/05/22",1,"2021/05/21",1
"嚴重特殊傳染性肺炎","基隆市","男","否","70+","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","宜蘭縣","男","否","60-64","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","宜蘭縣","男","否","70+","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","屏東縣","女","否","55-59","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","屏東縣","男","否","30-34","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","屏東縣","男","否","60-64","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","屏東縣","男","否","70+","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","彰化縣","女","否","35-39","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","彰化縣","女","否","50-54","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","彰化縣","女","否","55-59","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","彰化縣","男","否","20-24","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","1","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","10-14","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","15-19","2021/05/22",4,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","2","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","20-24","2021/05/22",3,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","25-29","2021/05/22",9,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","30-34","2021/05/19",2,"2021/05/19",3
"嚴重特殊傳染性肺炎","新北市","女","否","30-34","2021/05/22",5,"2021/05/19",3
"嚴重特殊傳染性肺炎","新北市","女","否","35-39","2021/05/22",13,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","4","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","40-44","2021/05/22",21,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","45-49","2021/05/17",10,"2021/05/17",11
"嚴重特殊傳染性肺炎","新北市","女","否","45-49","2021/05/22",13,"2021/05/17",11
"嚴重特殊傳染性肺炎","新北市","女","否","5-9","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","50-54","2021/05/22",23,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","55-59","2021/05/22",20,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","60-64","2021/05/22",36,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","65-69","2021/05/22",21,NA,NA
"嚴重特殊傳染性肺炎","新北市","女","否","70+","2021/05/22",12,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","1","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","15-19","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","2","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","20-24","2021/05/22",6,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","25-29","2021/05/22",8,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","3","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","30-34","2021/05/22",9,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","35-39","2021/05/22",10,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","4","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","40-44","2021/05/22",11,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","45-49","2021/05/21",1,"2021/05/21",2
"嚴重特殊傳染性肺炎","新北市","男","否","45-49","2021/05/22",15,"2021/05/21",2
"嚴重特殊傳染性肺炎","新北市","男","否","5-9","2021/05/22",1,NA,NA
