"確定病名","縣市","鄉鎮","性別","是否為境外移入","年齡層","發病日","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","F","否","15-19","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","F","否","25-29","2022/08/01",3,4
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","F","否","25-29","2022/08/02",4,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","F","否","30-34","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","F","否","45-49","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","F","否","5-9","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","F","否","50-54","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","F","否","55-59","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","2","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","20-24","2022/08/01",1,2
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","20-24","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","25-29","2022/08/01",3,2
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","25-29","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","30-34","2022/08/01",1,2
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","30-34","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","35-39","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","45-49","2022/08/01",2,3
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","45-49","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","55-59","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","60-64","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","65-69","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","M","否","70+","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","新園鄉","U","否","15-19","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","新埤鄉","F","否","45-49","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新埤鄉","F","否","55-59","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新埤鄉","F","否","70+","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","新埤鄉","M","否","60-64","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","春日鄉","F","否","30-34","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","春日鄉","F","否","55-59","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","春日鄉","F","否","65-69","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","春日鄉","F","否","70+","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","春日鄉","M","否","25-29","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","春日鄉","M","否","35-39","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","0","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","10-14","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","15-19","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","2","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","20-24","2022/08/01",1,2
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","25-29","2022/08/01",3,4
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","25-29","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","30-34","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","40-44","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","5-9","2022/07/30",2,1
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","50-54","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","60-64","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","F","否","65-69","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","0","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","10-14","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","15-19","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","20-24","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","25-29","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","3","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","30-34","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","35-39","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","4","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","40-44","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","40-44","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","5-9","2022/07/30",3,4
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","5-9","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","50-54","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","55-59","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","65-69","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","東港鎮","M","否","70+","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","F","否","2","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","F","否","25-29","2022/08/01",2,1
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","F","否","25-29","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","F","否","30-34","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","F","否","40-44","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","F","否","50-54","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","F","否","55-59","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","F","否","65-69","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","15-19","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","20-24","2022/08/01",1,2
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","25-29","2022/08/01",1,4
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","30-34","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","30-34","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","35-39","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","4","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","40-44","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","45-49","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","5-9","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","65-69","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋寮鄉","M","否","70+","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","枋山鄉","F","否","15-19","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋山鄉","F","否","20-24","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","枋山鄉","F","否","25-29","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","枋山鄉","M","否","25-29","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","枋山鄉","M","否","55-59","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","林邊鄉","F","否","20-24","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","林邊鄉","F","否","25-29","2022/08/01",1,2
"嚴重特殊傳染性肺炎","屏東縣","林邊鄉","F","否","25-29","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","林邊鄉","F","否","40-44","2022/08/01",3,4
"嚴重特殊傳染性肺炎","屏東縣","林邊鄉","F","否","40-44","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","林邊鄉","F","否","55-59","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","林邊鄉","F","否","65-69","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","林邊鄉","M","否","40-44","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","林邊鄉","M","否","5-9","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","林邊鄉","M","否","50-54","2022/08/01",2,1
"嚴重特殊傳染性肺炎","屏東縣","泰武鄉","F","否","20-24","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","泰武鄉","F","否","5-9","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","泰武鄉","F","否","50-54","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","泰武鄉","M","否","1","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","泰武鄉","M","否","20-24","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","泰武鄉","M","否","50-54","2022/08/01",1,2
"嚴重特殊傳染性肺炎","屏東縣","泰武鄉","M","否","55-59","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","滿州鄉","F","否","40-44","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","滿州鄉","F","否","50-54","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","滿州鄉","M","否","20-24","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","滿州鄉","M","否","40-44","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","滿州鄉","M","否","45-49","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","滿州鄉","M","否","50-54","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","滿州鄉","M","否","55-59","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","滿州鄉","M","否","60-64","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","滿州鄉","M","否","70+","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","0","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","10-14","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","15-19","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","2","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","20-24","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","25-29","2022/08/01",6,9
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","25-29","2022/08/02",4,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","3","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","30-34","2022/08/01",4,5
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","30-34","2022/08/02",5,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","35-39","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","40-44","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","45-49","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","5-9","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","5-9","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","50-54","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","55-59","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","60-64","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","F","否","65-69","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","10-14","2022/08/01",3,1
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","10-14","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","15-19","2022/08/02",4,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","20-24","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","25-29","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","3","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","30-34","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","35-39","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","45-49","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","5-9","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","50-54","2022/07/26",2,1
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","50-54","2022/08/01",2,1
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","55-59","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","60-64","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","潮州鎮","M","否","70+","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","牡丹鄉","F","否","2","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","牡丹鄉","F","否","35-39","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","牡丹鄉","F","否","35-39","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","牡丹鄉","F","否","40-44","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","牡丹鄉","F","否","55-59","2022/07/28",1,2
"嚴重特殊傳染性肺炎","屏東縣","牡丹鄉","F","否","65-69","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","牡丹鄉","M","否","1","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","牡丹鄉","M","否","35-39","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","牡丹鄉","M","否","40-44","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","獅子鄉","F","否","35-39","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","獅子鄉","F","否","65-69","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","獅子鄉","M","否","20-24","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","獅子鄉","M","否","25-29","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","獅子鄉","M","否","5-9","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","獅子鄉","M","否","55-59","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","F","否","15-19","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","F","否","25-29","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","F","否","30-34","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","F","否","40-44","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","F","否","5-9","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","F","否","60-64","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","F","否","60-64","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","M","否","20-24","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","M","否","25-29","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","M","否","25-29","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","M","否","30-34","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","M","否","35-39","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","M","否","40-44","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","M","否","45-49","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","M","否","5-9","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","琉球鄉","M","否","65-69","2022/08/01",2,1
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","F","否","1","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","F","否","20-24","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","F","否","25-29","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","F","否","30-34","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","F","否","30-34","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","F","否","35-39","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","F","否","45-49","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","F","否","5-9","2022/08/01",2,NA
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","F","否","70+","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","M","否","20-24","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","M","否","40-44","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","瑪家鄉","M","否","60-64","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","F","否","10-14","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","F","否","15-19","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","F","否","25-29","2022/07/31",1,NA
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","F","否","25-29","2022/08/01",1,2
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","F","否","45-49","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","F","否","45-49","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","F","否","50-54","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","F","否","70+","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","M","否","10-14","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","M","否","15-19","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","M","否","20-24","2022/08/01",2,3
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","M","否","45-49","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","竹田鄉","M","否","5-9","2022/08/01",NA,1
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","15-19","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","20-24","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","25-29","2022/08/01",3,2
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","25-29","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","3","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","3","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","30-34","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","35-39","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","40-44","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","45-49","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","45-49","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","5-9","2022/08/02",2,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","50-54","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","60-64","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","F","否","70+","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","M","否","10-14","2022/08/02",1,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","M","否","15-19","2022/08/01",1,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","M","否","20-24","2022/08/02",3,NA
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","M","否","25-29","2022/08/01",1,3
"嚴重特殊傳染性肺炎","屏東縣","萬丹鄉","M","否","30-34","2022/08/02",3,NA
