"確定病名","縣市","鄉鎮","性別","是否為境外移入","年齡層","發病日","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","台東縣","台東市","M","否","65-69","2022/07/18",5,NA
"嚴重特殊傳染性肺炎","台東縣","台東市","M","否","65-69","2022/07/19",6,NA
"嚴重特殊傳染性肺炎","台東縣","台東市","M","否","65-69","2022/07/20",2,NA
"嚴重特殊傳染性肺炎","台東縣","台東市","M","否","70+","2022/05/24",14,16
"嚴重特殊傳染性肺炎","台東縣","台東市","M","否","70+","2022/07/18",5,NA
"嚴重特殊傳染性肺炎","台東縣","台東市","M","否","70+","2022/07/19",9,NA
"嚴重特殊傳染性肺炎","台東縣","台東市","M","否","70+","2022/07/20",5,NA
"嚴重特殊傳染性肺炎","台東縣","台東市","U","否","10-14","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","台東市","U","否","15-19","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","10-14","2022/07/17",1,2
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","25-29","2022/07/20",2,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","30-34","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","30-34","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","40-44","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","45-49","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","45-49","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","5-9","2022/07/15",NA,1
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","5-9","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","55-59","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","60-64","2022/07/15",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","70+","2022/07/17",1,2
"嚴重特殊傳染性肺炎","台東縣","大武鄉","F","否","70+","2022/07/18",2,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","M","否","15-19","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","M","否","30-34","2022/05/23",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","M","否","30-34","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","M","否","45-49","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","M","否","5-9","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","M","否","5-9","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","M","否","50-54","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","M","否","65-69","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","M","否","65-69","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","大武鄉","M","否","70+","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","1","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","10-14","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","10-14","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","15-19","2022/05/23",2,1
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","15-19","2022/07/19",3,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","20-24","2022/05/23",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","20-24","2022/05/25",2,3
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","20-24","2022/07/18",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","20-24","2022/07/20",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","25-29","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","25-29","2022/07/20",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","30-34","2022/05/23",1,2
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","30-34","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","30-34","2022/07/20",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","35-39","2022/07/19",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","40-44","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","40-44","2022/07/20",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","45-49","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","5-9","2022/07/19",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","50-54","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","60-64","2022/07/15",1,2
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","60-64","2022/07/17",1,2
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","60-64","2022/07/18",4,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","65-69","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","65-69","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","F","否","70+","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","1","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","10-14","2022/07/19",4,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","15-19","2022/07/18",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","15-19","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","2","2022/07/20",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","20-24","2022/05/24",2,1
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","25-29","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","30-34","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","30-34","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","35-39","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","35-39","2022/07/20",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","45-49","2022/05/25",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","5-9","2022/07/18",4,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","50-54","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","55-59","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","60-64","2022/07/18",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","60-64","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","65-69","2022/07/18",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","65-69","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","65-69","2022/07/20",2,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","70+","2022/05/24",4,3
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","70+","2022/07/03",2,3
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","70+","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","太麻里鄉","M","否","70+","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","F","否","10-14","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","F","否","2","2022/07/17",NA,1
"嚴重特殊傳染性肺炎","台東縣","延平鄉","F","否","3","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","F","否","35-39","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","F","否","40-44","2022/07/16",NA,1
"嚴重特殊傳染性肺炎","台東縣","延平鄉","F","否","40-44","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","F","否","40-44","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","F","否","45-49","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","F","否","50-54","2022/07/20",2,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","F","否","55-59","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","0","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","10-14","2022/05/25",1,2
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","10-14","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","20-24","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","3","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","30-34","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","45-49","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","45-49","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","5-9","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","55-59","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","65-69","2022/07/17",NA,1
"嚴重特殊傳染性肺炎","台東縣","延平鄉","M","否","70+","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","10-14","2022/07/17",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","10-14","2022/07/18",2,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","10-14","2022/07/19",2,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","15-19","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","15-19","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","20-24","2022/05/23",3,2
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","20-24","2022/07/19",3,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","25-29","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","25-29","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","3","2022/07/11",2,1
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","30-34","2022/07/18",2,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","35-39","2022/05/24",1,2
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","35-39","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","45-49","2022/07/17",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","45-49","2022/07/18",2,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","45-49","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","45-49","2022/07/20",3,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","50-54","2022/07/18",3,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","55-59","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","60-64","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","60-64","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","60-64","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","65-69","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","70+","2022/05/23",5,4
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","70+","2022/07/18",2,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","70+","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","F","否","70+","2022/07/20",2,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","15-19","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","20-24","2022/05/13",NA,1
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","25-29","2022/05/17",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","25-29","2022/05/18",NA,1
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","25-29","2022/05/23",1,2
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","25-29","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","30-34","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","35-39","2022/05/25",NA,1
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","40-44","2022/05/25",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","45-49","2022/05/23",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","45-49","2022/07/18",3,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","5-9","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","5-9","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","5-9","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","50-54","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","55-59","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","55-59","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","60-64","2022/07/16",NA,1
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","60-64","2022/07/17",NA,1
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","60-64","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","65-69","2022/07/16",NA,1
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","65-69","2022/07/18",4,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","70+","2022/07/18",2,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","70+","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","成功鎮","M","否","70+","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","10-14","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","15-19","2022/05/23",2,1
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","15-19","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","20-24","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","30-34","2022/05/25",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","30-34","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","45-49","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","55-59","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","60-64","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","65-69","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","70+","2022/07/17",NA,1
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","70+","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","70+","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","F","否","70+","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","10-14","2022/07/17",NA,1
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","15-19","2022/05/25",3,2
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","15-19","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","20-24","2022/05/24",2,1
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","25-29","2022/05/24",2,1
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","25-29","2022/07/17",NA,1
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","25-29","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","25-29","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","35-39","2022/05/24",2,1
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","45-49","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","50-54","2022/07/17",2,1
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","50-54","2022/07/19",2,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","55-59","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","60-64","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","65-69","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","東河鄉","M","否","70+","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","1","2022/06/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","15-19","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","15-19","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","25-29","2022/05/24",NA,1
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","25-29","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","3","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","30-34","2022/05/22",NA,1
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","30-34","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","35-39","2022/07/17",NA,1
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","45-49","2022/05/25",2,1
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","45-49","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","50-54","2022/07/18",1,NA
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","50-54","2022/07/19",1,NA
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","50-54","2022/07/20",1,NA
"嚴重特殊傳染性肺炎","台東縣","池上鄉","F","否","55-59","2022/07/19",1,NA
